strategy,chunk_words,overlap_words,k,id,question,gold_answers,pred_answer,em,f1
small,200,50,2,56de40da4396321400ee270a,Who led Richard's troops when Cyprus was conquered?,Guy de Lusignan || Guy de Lusignan || Guy de Lusignan,Guy de Lusignan,1.0,1.0
small,200,50,2,56d9c92bdc89441400fdb80e,Who did Newton get a pass to in the Panther starting plays of Super Bowl 50?,Ted Ginn Jr. || Ted Ginn Jr,Ted Ginn Jr.,1.0,1.0
small,200,50,2,5725bad5271a42140099d0bd,When did Syria and Egypt launch a surprise attack on Israel?,"On October 6, 1973 || October 6, 1973 || October 6, 1973 || October 6, 1973 || October 6, 1973","October 6, 1973",1.0,1.0
small,200,50,2,5725edfe38643c19005acea1,The west side of Fresno is the center of which ethnic community?,African-American || African-American || African-American,African-American,1.0,1.0
small,200,50,2,56e0d6367aa994140058e773,How much did Tesla say Edison offered him to redesign his motor and generators?,fifty thousand dollars || fifty thousand dollars || fifty thousand dollars,"$50,000",0.0,0.0
small,200,50,2,57265ceddd62a815002e82b8,By which year did full sized American cars shrink to be smaller?,1979 || 1979 || 1979 || 1979 || 1979,1979,1.0,1.0
small,200,50,2,56e1239acd28a01900c67642,When did he talk about his thoughts on gender?,1926 || 1926 || 1926,In 1926.,0.0,0.6666666666666666
small,200,50,2,5726c9b0dd62a815002e904a,Who led the Kievian Rus' troops against Subutai's Mongol army?,Mstislav the Bold of Halych and Mstislav III of Kiev || Mstislav the Bold of Halych and Mstislav III of Kiev || Mstislav the Bold of Halych and Mstislav III of Kiev,Mstislav Mudryi of Halych,0.0,0.46153846153846156
small,200,50,2,572646655951b619008f6ec0,What do ctenophores have that no other animals have?,colloblasts || colloblasts || colloblasts,Colloblasts,1.0,1.0
small,200,50,2,5727f2714b864d1900164074,What impact did the high school education movement have on the wages of skilled workers?,decrease || decrease in the price of skilled labor || decrease,The mass high school education movement led to an increase in skilled workers which resulted in a decrease in the price of their labor.,0.0,0.4615384615384615
small,200,50,2,57376828c3c5551400e51eba,What physical quantities do not have direction?,denoted scalar quantities || scalar quantities || denoted scalar quantities || scalar quantities || scalar quantities,Scalar quantities,1.0,1.0
small,200,50,2,57275cb3f1498d1400e8f6dc,What cable provider did ABC reach an agreement with in 1993 to carry it's owned-and-operated stations in ABC O&O markets?,Time Warner Cable || Time Warner Cable || Time Warner Cable,Time Warner Cable,1.0,1.0
small,200,50,2,5705eccb52bb8914006896b9,Other than the desert city why do many locals and tourists frequent southern California?,beaches || for its popular beaches || beaches,The popular beaches along the coast.,0.0,0.5
small,200,50,2,57277585708984140094de2d,Which network regained the ratings lead in America in 1984?,NBC || NBC || NBC,NBC,1.0,1.0
small,200,50,2,57273799f1498d1400e8f4c1,When did Paul Rand's iconic ABC logo first debut?,1963–64 season || 1963–64 season || 1962,1963–64 season,1.0,1.0
small,200,50,2,5711623e50c2381900b54abc,"In an adjustable spring-loaded valve, what needs to be broken to allow an operator to tamper with it?",seal || seal || a seal,A seal.,1.0,1.0
small,200,50,2,5728455bff5b5019007da07c,How much Saharan dust is blown and falls upon the Caribbean Sea each year?,43 million tons || 43 million tons || 43 million tons,43 million tons of dust are windblown to the Caribbean Sea annually.,0.0,0.42857142857142855
small,200,50,2,56df9e2838dc4217001520f6,In what year was Nikola Tesla born? ,1856 || 1856 || 1856,1856,1.0,1.0
small,200,50,2,5730b7ce069b5314008322c6,What caused the US public to condemn the occupation of the philippines?,a war erupted || a war erupted || war || war || war,"The deaths of many Filipinos during America's occupation in the Philippines led business, labor and government leaders in the US to condemn it.",0.0,0.0
small,200,50,2,5737534ec3c5551400e51eab,"When forces are from the presence of differnet objects, what law gives symmetry?",Newton's Third || Newton's Third Law || Newton's Third Law || Newton's Third Law || Newton's Third Law,Newton's Third Law,1.0,1.0
small,200,50,2,5706155352bb891400689896,What is rugby rapidly becoming with high schools?,an official school sport || an official school || official school sport,A growing sport in southern California's high school level,0.0,0.36363636363636365
small,200,50,2,5729645b3f37b31900478321,What do apicoplasts synthesize?,"fatty acids, isopentenyl pyrophosphate, iron-sulfur clusters || fatty acids, isopentenyl pyrophosphate, iron-sulfur clusters || fatty acids, isopentenyl pyrophosphate, iron-sulfur clusters",Isopentenyl pyrophosphate,0.0,0.5
small,200,50,2,5725e36f89a1e219009ac03c,What day did the Apollo 11 crew return to Earth?,July 24 || July 24. || July 24 || July 24 || July 24,"July 24, 1969",0.0,0.8
small,200,50,2,5705f09e75f01819005e77a4,"Other than land laws, what else were the Californios dissatisfied with?",inequitable taxes || inequitable taxes || inequitable taxes,Inequitable taxes,1.0,1.0
small,200,50,2,572a12381d0469140077972f,When was a study conducted of Swedish counties?,between 1960 and 2000 || between 1960 and 2000 || between 1960 and 2000,Between 1960 and 2000.,1.0,1.0
small,200,50,2,5726c61ff1498d1400e8eae3,How did Genghis Khan observed the surrender terms after Samarkand fell?,reneged || reneged || executed every soldier,Genghis Khan executed every soldier that had taken arms against him at Samarkand and ordered people to be killed outside of the city.,0.0,0.24000000000000002
small,200,50,2,5729f0db6aef051400155129,How many reptiles have been discovered in the Amazon region?,378 || 378 || 378,378,1.0,1.0
small,200,50,2,5737898f1c45671900574496,What planet did astrophysisist predict to explain the problems with Mercury?,Vulcan || Vulcan || Vulcan || Vulcan,Vulcan,1.0,1.0
small,200,50,2,5729a26d6aef05140015505a,What happens to the norm when a number is multiplied by p?,norm gets smaller || gets smaller || gets smaller || gets smaller,The norm gets smaller.,1.0,1.0
small,200,50,2,571caac55efbb31900334dc7,By what means were scientists able to liquefy air?,compressing and cooling || compressing and cooling || cascade method || compressing and cooling it || compressing and cooling,Compressing and cooling it using a cascade method,0.0,0.7272727272727273
small,200,50,2,572687e1dd62a815002e8854,What's the name of Newcastle's speedway team?,Newcastle Diamonds || Newcastle Diamonds || Newcastle Diamonds,Newcastle Diamonds,1.0,1.0
small,200,50,2,57332442d058e614000b5722,Who was Warsz?,12th/13th-century nobleman || shortened form of the masculine name of Slavic origin Warcisław || nobleman,A nobleman who owned a village at the site of modern-day Mariensztat neighbourhood.,0.0,0.18181818181818182
small,200,50,2,5726241189a1e219009ac2de,What has a negative influence over the US economy?,The embargo || The embargo || The embargo || The embargo || embargo,The embargo had a negative influence on the U.S. economy.,0.0,0.25
small,200,50,2,56bec0353aeaaa14008c934e,"The ""50"" given to the Super Bowl winner is plated with how many karats of gold?",18 || 18 || 18,18-karat gold,0.0,0.0
small,200,50,2,57266ab3dd62a815002e8435,Who was Cromwell's allies?,the Scots || the Scots || the Scots,The Scots,1.0,1.0
small,200,50,2,5729f06f1d04691400779675,Missing self desribes cells that only have small amounts of what cell-surface marker?,MHC I (major histocompatibility complex) || MHC I || MHC I (major histocompatibility complex),MHC I,1.0,1.0
small,200,50,2,572847dd4b864d19001648bd,What well-known archeologist believed the Amazon didn't have many inhabitants?,Betty Meggers || Betty Meggers || Betty Meggers,Betty Meggers,1.0,1.0
small,200,50,2,56de0ed14396321400ee257b,What kind of bureaucracy did the Normans institute?,meritocratic || meritocratic || meritocratic,"A meritocratic bureaucracy including Jews, Muslims and Christians",0.0,0.25
small,200,50,2,5711658e50c2381900b54ad8,"Other than warships, what ships typically required high speeds?",ocean liners || ocean liners || ocean liners,Ocean liners,1.0,1.0
small,200,50,2,572ff4ca04bcaa1900d76f25,Where does two thirds of the Rhine flow outside of Germany?,Waal || Waal || through the Waal,Through the Waal and then merging with the Meuse into the North Sea via various estuaries in Netherlands.,0.0,0.23529411764705882
small,200,50,2,572666d9dd62a815002e83b7,What was the name of the King of the Scots?,William the Lion || William the Lion || William the Lion,William I of Scotland,0.0,0.3333333333333333
small,200,50,2,571a49de4faf5e1900b8a94a,Oxygen is released in cellular respiration by?,photosynthesis || photosynthesis || photosynthesis || photosynthesis || photosynthesis,Photosynthesis,1.0,1.0
small,200,50,2,57286c8cff5b5019007da21a,When did the Jin dynasty end?,1234 || 1234 || 1234,The Jin dynasty ended in 1234.,0.0,0.33333333333333337
small,200,50,4,573786b51c4567190057448d,How might gravity effects be observed differently according to Newton?,at larger distances. || at larger distances || at larger distances || at larger distances,As an inverse square law.,0.0,0.0
small,200,50,4,56e1ddfce3433e14004231d8,What is the prize offered for finding a solution to P=NP?,"$1,000,000 || US$1,000,000 || US$1,000,000","US$1,000,000",1.0,1.0
small,200,50,4,56bf48cc3aeaaa14008c95af,What color were the Bronco's uniforms in Super Bowl 50?,white || matching white jerseys || white,White jerseys with matching white pants.,0.0,0.6666666666666666
small,200,50,4,5725c337271a42140099d164,What are the little tentacles that cydippids have called?,tentilla || tentilla || tentilla,Colloblasts,0.0,0.0
small,200,50,4,5725e44238643c19005ace36,Which lunar probe was near the Apollo 12 crew's landing site?,Surveyor 3 || Surveyor 3 || Surveyor 3 || Surveyor 3 || Surveyor 3,Surveyor 3,1.0,1.0
small,200,50,4,571ccfbadd7acb1400e4c164,Electrolysis of what can be used to produce oxygen and hydrogen?,water || water || water || water,Water,1.0,1.0
small,200,50,4,56f827caa6d7ea1400e1743a,When was the Edict of Worms presented?,25 May 1521 || 25 May 1521 || 25 May 1521,25 May 1521,1.0,1.0
small,200,50,4,56e127bccd28a01900c6765f,How many other important people sent letters?,more than 70 || more than 70 || more than 70,More than 70 pioneers in science and engineering,0.0,0.5454545454545454
small,200,50,4,572976183f37b31900478431,What is an alternate way to make starch?,glucose monomers in the chloroplast can be linked together || glucose monomers || glucose monomers in the chloroplast,Linking glucose monomers together in chloroplasts,0.0,0.6
small,200,50,4,56e0f32d231d4119001ac4cb,What type of image was Tesla thought to have accidentally taken a week prior to the announcement of its discovery?,X-ray image || X-ray || X-ray image,An X-ray image,1.0,1.0
small,200,50,4,5730005db2c2fd1400568707,Where did Maududi's books place Islam?,in a modern context || a modern context || modern context,In a modern context,1.0,1.0
small,200,50,4,57273a465951b619008f86ff,What is the process of constructing a building or infrastructure?,Construction || Construction || Construction,"Construction involves planning, design, financing, erecting structures on-site for clients and comprises six to nine percent of GDP in developed countries. It includes residential, non-residential, industrial sectors with specific subdivisions like heavy civil works or power generation plants.",0.0,0.05128205128205127
small,200,50,4,56d71d150d65d2140019836f,How many will the host committee dedicate to local charities?,25 percent || 25 percent of all money || 25,"Not specified directly; however, it is implied that a significant portion of their fundraising efforts would be allocated towards philanthropic causes in the Bay Area. The exact amount or number dedicated specifically for ""local charities"" within this context isn't provided and thus cannot be determined from the given information alone (NOT_FOUND).",0.0,0.03846153846153846
small,200,50,4,56bebde53aeaaa14008c9338,In what city is SAP Center located?,San Jose || San Jose || San Jose.,San Jose,1.0,1.0
small,200,50,4,56e10b6ee3433e1400422b25,"For what invention was U.S. Patent 1,655,114 granted?",VTOL aircraft || VTOL aircraft || a biplane capable of taking off vertically,A biplane capable of taking off vertically and transitioning to conventional flight,0.0,0.7058823529411764
small,200,50,4,571c91c8dd7acb1400e4c10e,For what purpose is oxygen used by animal life?,cellular respiration || cellular respiration || cellular respiration || in cellular respiration || cellular respiration,In cellular respiration,1.0,1.0
small,200,50,4,57265bdfdd62a815002e82a0,By which year did the American cars mpg start to improve?,1985 || 1985 || 1985 || 1985 || 1985,1975,0.0,0.0
small,200,50,4,57287fec4b864d1900164a3d,Which religion did Kublai prefer?,"Buddhism, especially the Tibetan variants || Buddhism || Buddhism",Buddhism,1.0,1.0
small,200,50,4,57308f6b8ab72b1400f9c581,Early Western texts referencing the East describe the people as being what?,irrational and backward || them || as irrational and backward || irrational and backward || irrational and backward,Irrational and backward,1.0,1.0
small,200,50,4,56bebbbf3aeaaa14008c9317,Who is the NFL's vice president of brand and creative?,Jaime Weston || Jaime Weston || Weston,Jaime Weston,1.0,1.0
